SMILES Name
75 O=C1NC(=S)S/C1=C\c1ccc2ncsc2c1
76 O=C1NC(=S)S/C1=C\c1ccc2c(c1)CCO2
77 O=C1N=C(O)SC1=Cc1ccc2nccnc2c1
78 C=CC(=O)Nc1cccc(Oc2nccc(Nc3cc(C)[nH]n3)n2)c1
79 C=CC(=O)Nc1cccc(-c2nccc(Nc3cc(C)[nH]n3)n2)c1
80 O=C1Nc2ccc(Br)cc2C1=C1Nc2ccccc2C1=O
81 O=C1Nc2ccc(S(=O)(=O)O)cc2C1=C1Nc2ccccc2C1=O
82 N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1
83 N#C/C(=C\c1ccc2[nH]ccc2c1)C(=O)c1ccc(O)c(O)c1
84 Cc1cccc(C)c1NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
85 N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCc2ccccc21
86 COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O
87 N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1
88 Cc1ccc(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1
89 O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O
90 COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccn2)c1O
91 COc1cc(/C=C(\C#N)C(N)=O)cc(CSC2=NCCS2)c1O
92 COc1cc(O)c2c(c1)C(=O)C1=C(C2=O)[C@H](O)[C@@H](O)[C@@](C)(O)[C@@H]1O
93 O=C1NC(=O)N(CCc2ccccc2)/C1=C/c1ccc(O)cc1
94 Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O
95 COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccn2)c1O
96 COc1ccc(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(OC)c1
97 N#C/C(=C\c1c[nH]c2ccccc12)C(=O)c1ccc(O)c(O)c1
98 N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1cccs1
99 C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C
100 O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12
101 COc1cc(/C=C(\C#N)C(N)=O)cc(CSC2=NCCS2)c1O
102 C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C
103 CC(C)(C)c1cc(/C=C(\C#N)C(N)=O)cc(C(C)(C)C)c1O
104 CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C
105 CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1
